student_id,distance,velocity,type
28,92.54,8473.62,G
29,165.39,6899.5,G
29,146.54,11614.21,G
29,106.49,4871.64,G
29,145.45,8303.9,G
29,399.02,7431.0,G
30,82.17,5877.69,G
30,86.87,5201.83,G
30,211.88,7863.6,G
30,148.7,12430.98,G
30,77.37,4171.71,G
31,98.35,8644.18,G
31,46.3,5252.93,G
31,185.65,4039.11,G
31,67.61,3724.63,G
31,252.93,5519.09,G
32,128.9,11209.39,G
32,74.24,13918.44,G
32,126.52,10932.67,G
32,181.71,10177.59,G
32,272.87,13081.54,G
33,88.13,7306.17,G
33,476.64,18342.49,G
33,83.6,6535.13,G
33,311.84,65919.78,G
33,204.98,12316.11,G
34,104.93,8726.77,G
34,241.02,14522.18,G
34,203.63,6077.07,G
34,92.23,8501.42,G
34,200.32,11653.82,G
35,170.08,8693.87,G
35,502.56,65883.01,G
35,325.23,3853.76,G
35,201.97,25675.17,G
35,295.86,13095.56,G
36,128.99,8386.09,G
36,196.94,7753.83,G
36,120.11,11369.05,G
36,88.14,979.55,G
36,260.62,11802.09,G
37,183.07,6697.04,G
37,193.99,31159.57,G
37,166.59,19030.17,G
37,176.09,11815.65,G
37,261.65,13543.97,G
38,180.91,154.8,G
38,83.49,8789.6,G
38,288.92,18730.45,G
38,141.04,8207.95,G
38,147.8,5615.02,G
39,131.47,7548.56,G
39,242.87,18408.63,G
39,171.95,9051.39,G
39,170.22,7368.59,G
39,88.08,3882.15,G
40,112.57,3319.36,G
40,102.07,7479.17,G
40,138.36,14204.61,G
40,192.19,20561.41,G
40,354.25,16780.09,G
41,317.32,19234.83,G
41,789.34,64106.26,G
41,164.76,21034.55,G
41,98.14,8513.7,G
41,74.87,4329.66,G
42,357.44,16642.03,G
42,139.01,12317.04,G
42,103.41,9473.28,G
42,96.58,5196.38,G
42,209.16,4676.45,G
43,195.95,6000.03,G
43,137.47,10356.02,G
43,335.59,15533.08,G
43,239.58,25813.18,G
43,171.01,19919.79,G
44,363.1,20568.11,G
44,204.54,7250.57,G
44,495.0,18298.34,G
44,117.76,11360.35,G
44,45.25,5187.43,G
45,232.48,20691.49,G
45,88.65,8768.72,G
45,125.29,9769.88,G
45,271.8,11166.16,G
45,136.69,12261.27,G
46,166.22,17689.97,G
46,86.87,5811.42,G
46,212.66,19983.54,G
46,149.81,10035.12,G
46,263.02,20782.35,G
47,156.69,16081.82,G
47,295.69,12544.12,G
47,166.59,20756.62,G
47,222.88,19497.59,G
47,372.81,22976.22,G
48,301.34,4621.17,G
48,56.38,4860.62,G
48,143.8,8085.88,G
48,181.03,8408.65,G
48,109.8,11513.64,G
49,119.78,9646.03,G
49,67.91,6674.28,G
49,146.47,5306.1,G
49,243.71,19173.43,G
49,138.42,7461.81,G
50,150.92,8376.02,G
50,129.63,7509.53,G
50,247.72,5418.64,G
50,150.54,7922.89,G
50,189.17,14818.86,G
51,329.32,14979.58,G
51,115.78,10068.15,G
51,133.21,9891.58,G
51,94.75,8947.06,G
51,90.96,5770.72,G
52,412.12,22009.43,G
52,103.26,14018.9,G
52,503.66,18176.17,G
52,235.36,19419.35,G
52,183.68,9521.03,G
53,216.2,5606.24,G
53,293.55,15456.63,G
53,151.96,11159.78,G
53,149.24,17929.61,G
54,333.84,19269.38,G
54,281.51,12018.52,G
54,104.72,8884.55,G
54,100.16,14634.66,G
55,289.49,22952.72,G
55,219.24,6625.77,G
55,166.44,6713.39,G
55,316.16,13267.22,G
56,295.59,18986.86,G
56,87.84,10135.68,G
56,101.72,8491.54,G
56,161.12,20262.98,G
57,98.49,13255.4,G
57,265.19,18630.1,G
57,256.02,12040.75,G
57,179.35,9543.0,G
58,154.13,3319.48,G
58,134.95,7001.62,G
58,69.14,6562.12,G
58,56.55,5207.29,G
59,421.03,13033.08,G
59,124.96,11525.33,G
59,47.7,5174.41,G
59,135.61,12352.73,G
60,245.31,6941.66,G
60,127.48,11242.41,G
60,182.1,8285.02,G
60,80.96,6036.22,G
61,100.89,5136.58,G
61,146.94,15768.11,G
61,324.72,13373.42,G
61,287.29,31060.88,G
62,136.09,11115.35,G
62,178.06,18319.37,G
62,158.76,11477.85,G
62,174.37,6816.36,G
63,65.09,6800.82,G
63,218.87,6569.0,G
63,205.21,25793.29,G
63,92.46,4262.09,G
64,227.49,18027.4,G
64,91.14,8061.5,G
64,227.36,14490.05,G
64,64.32,8034.37,G
65,278.39,15545.46,G
65,235.41,20135.02,G
65,262.46,11990.54,G
65,99.58,11489.68,G
66,101.58,7648.81,G
66,134.37,10194.73,G
66,439.67,12777.29,G
66,265.45,8955.37,G
67,64.97,3913.68,G
67,119.6,4292.77,G
67,101.89,5515.09,G
67,129.25,10485.26,G
68,126.37,8289.89,G
68,146.65,5186.93,G
68,120.7,8822.1,G
68,164.84,2254.13,G
69,55.84,2593.18,G
69,186.92,304.33,G
69,233.35,11550.97,G
69,297.55,12725.2,G
70,159.4,8475.02,G
70,189.89,20257.48,G
70,64.48,2763.57,G
70,170.53,9534.9,G
71,76.52,5258.89,G
71,180.67,18718.2,G
71,287.32,18663.62,G
71,116.96,11485.19,G
72,93.95,5141.33,G
72,175.61,3403.11,G
72,49.48,8016.15,G
72,90.4,8298.18,G
73,95.78,10496.3,G
73,208.76,11585.86,G
73,185.33,3062.99,G
73,114.52,10480.38,G
74,88.36,4864.69,G
74,361.36,7470.67,G
74,112.13,4942.19,G
74,83.78,8708.46,G
75,164.12,21986.89,G
75,83.52,5821.34,G
75,119.99,680.81,G
75,132.01,7523.76,G
76,101.25,4810.9,G
76,247.87,3091.93,G
76,169.44,15631.39,G
76,170.75,12652.87,G
77,74.59,10383.93,G
77,245.25,12480.48,G
77,82.97,5686.61,G
77,286.95,7464.67,G
78,304.21,13144.86,G
78,248.55,4882.54,G
78,106.51,8836.76,G
78,288.56,7362.73,G
79,113.83,9395.42,G
79,636.23,64002.22,G
79,138.98,873.01,G
79,76.68,5385.84,G
79,141.44,12803.23,G
80,75.54,3420.73,G
80,69.22,10123.11,G
80,311.92,12737.59,G
80,234.0,12842.07,G
80,89.95,3463.27,G
81,241.51,18361.39,G
81,310.9,10554.65,G
81,128.39,10561.69,G
81,127.12,412.59,G
81,156.35,21860.39,G
82,83.63,8186.68,G
82,221.6,16908.68,G
82,119.72,7157.12,G
82,179.69,9549.89,G
82,145.18,13767.88,G
83,105.87,4844.36,G
83,399.61,46607.83,G
83,92.99,14329.47,G
83,129.64,5072.65,G
83,100.14,5668.51,G
84,115.69,3808.66,G
84,121.72,11418.43,G
84,151.19,11944.93,G
84,338.1,7547.53,G
84,207.43,12129.93,G
85,97.02,4966.16,G
85,307.89,28153.35,G
85,173.88,5952.24,G
85,96.54,13963.59,G
85,160.36,14447.87,G
86,146.3,9383.41,G
86,214.84,14566.93,G
86,180.03,8806.63,G
86,254.7,12934.52,G
86,112.66,4374.07,G
87,320.73,18751.71,G
87,145.9,14175.69,G
87,245.42,13500.32,G
87,134.4,12566.96,G
87,86.96,4284.71,G
88,85.74,8638.16,G
88,265.82,4560.41,G
88,196.79,12003.29,G
88,106.28,4892.9,G
88,64.55,14045.61,G
89,335.06,19240.99,G
89,128.12,11069.94,G
89,222.23,18818.26,G
89,349.39,13092.95,G
89,240.51,5723.62,G
90,219.15,8822.79,G
90,203.45,8492.99,G
90,155.27,8956.36,G
90,326.77,19300.12,G
90,61.23,8849.36,G
91,221.15,10526.96,G
91,329.98,21870.18,G
91,112.9,4867.71,G
91,151.62,12014.22,G
91,60.71,3999.17,G
92,125.65,10701.45,G
92,202.15,8481.8,G
92,46.82,4721.94,G
92,324.0,18786.22,G
92,88.96,14376.22,G
93,59.14,3753.92,G
93,199.21,20126.94,G
93,266.8,12449.99,G
93,47.98,8932.83,G
93,187.22,10925.9,G
94,190.76,13212.17,G
94,213.12,-107.55,G
94,124.41,10291.12,G
94,399.51,13231.22,G
94,269.43,10512.02,G
95,125.43,9297.61,G
95,244.03,10533.38,G
95,51.54,5192.25,G
95,222.62,31128.46,G
95,192.4,6791.02,G
96,51.52,4268.86,G
96,239.82,6741.04,G
96,224.71,25558.45,G
96,111.95,10034.53,G
96,173.37,10377.27,G
97,278.79,9073.56,G
97,323.9,8659.5,G
97,75.4,9303.25,G
97,169.39,10948.99,G
97,142.31,9941.21,G
98,151.33,12356.37,G
98,100.32,5154.86,G
98,135.24,3796.81,G
98,66.31,4841.55,G
98,76.03,4147.72,G
99,105.81,8669.89,G
99,234.09,19372.13,G
99,178.52,8998.95,G
99,369.71,10624.33,G
99,71.54,6796.93,G
100,183.06,18419.01,G
100,230.06,9083.34,G
100,76.72,9274.83,G
100,146.81,8130.92,G
100,92.47,8405.29,G
101,142.56,12464.83,G
101,103.77,938.66,G
101,179.43,13389.2,G
101,196.02,6473.7,G
101,101.7,4186.27,G
102,317.56,18878.13,G
102,158.24,15631.86,G
102,121.71,8236.3,G
102,104.15,4948.24,G
102,201.34,7151.22,G
103,164.17,11764.12,G
103,94.74,8375.79,G
103,105.65,7278.14,G
103,252.62,10372.76,G
103,199.82,17023.81,G
104,267.69,8971.49,G
104,228.66,31202.22,G
104,109.64,8540.69,G
104,102.94,8342.88,G
104,156.1,7627.31,G
105,118.29,10414.28,G
105,139.45,10381.5,G
105,164.57,6191.0,G
105,129.66,6427.23,G
105,120.6,7377.65,G
106,399.57,20563.64,G
106,265.02,12445.21,G
106,321.01,19408.4,G
106,243.92,19393.7,G
106,131.46,14424.58,G
107,136.04,10094.06,G
107,179.21,19174.84,G
107,195.69,7713.49,G
107,231.3,10435.71,G
107,158.22,18032.76,G
108,175.93,12489.89,G
108,709.91,64213.59,G
108,102.15,5637.27,G
108,73.31,4901.92,G
108,358.53,20408.95,G
109,199.18,11074.98,G
109,274.83,13617.11,G
109,202.49,14405.74,G
109,142.95,4690.96,G
109,84.98,4312.7,G
110,154.31,12657.42,G
110,100.9,5560.65,G
110,132.14,15883.22,G
110,145.45,15922.88,G
110,139.93,12316.78,G
111,298.46,19096.98,G
111,92.65,11765.74,G
111,206.33,8453.83,G
111,258.51,1890.42,G
111,214.59,10421.8,G
112,99.74,8706.51,G
112,82.6,4053.58,G
112,192.39,9569.28,G
112,99.93,3196.13,G
112,360.03,66035.22,G
113,123.37,12699.25,G
113,233.6,11877.28,G
113,88.33,8612.97,G
113,46.87,4823.07,G
113,266.79,1938.16,G
114,201.83,25682.08,G
114,62.97,5157.2,G
114,174.58,10430.25,G
114,319.11,13350.9,G
114,255.45,8859.18,G
115,142.41,13177.69,G
115,199.66,21856.06,G
115,236.74,31311.89,G
115,131.68,4666.84,G
115,159.63,8649.85,G
116,83.3,9086.77,G
116,154.65,13088.29,G
116,116.26,8242.16,G
116,121.44,6544.2,G
116,139.52,13778.55,G
117,85.69,5802.13,G
117,143.08,5438.48,G
117,210.24,4695.11,G
117,371.0,13194.44,G
117,171.13,7572.06,G
118,119.9,15589.21,G
118,355.01,10891.68,G
118,161.3,16057.79,G
118,144.97,12032.83,G
118,167.24,12328.34,G
119,44.18,5072.59,G
119,203.09,10903.99,G
119,449.01,12963.29,G
119,77.46,9231.01,G
119,90.94,5912.98,G
120,169.49,6909.18,G
120,264.96,4261.25,G
120,95.62,14927.9,G
120,168.81,12074.54,G
120,168.33,11409.69,G
121,75.3,7131.17,G
121,102.14,8501.3,G
121,152.81,5496.42,G
121,73.08,5058.66,G
122,134.06,11157.46,G
122,141.69,7056.15,G
122,98.5,5160.66,G
122,147.98,5236.62,G
123,98.84,5181.48,G
123,358.19,65830.83,G
123,231.24,14432.24,G
123,85.85,11742.25,G
124,230.36,8815.65,G
124,307.09,9731.32,G
124,152.24,10363.19,G
124,60.76,3693.75,G
125,120.83,3562.99,G
125,314.6,6573.99,G
125,192.33,18211.47,G
125,122.46,8469.95,G
126,317.89,1726.19,G
126,178.51,8430.24,G
126,535.22,18230.23,G
126,106.86,8732.25,G
127,53.54,8682.44,G
127,76.39,8489.25,G
127,179.76,6600.35,G
127,145.52,8333.72,G
128,137.2,5195.08,G
128,196.01,18205.15,G
128,233.54,5450.95,G
128,163.1,11021.58,G
129,278.46,12137.09,G
129,89.25,3617.86,G
129,92.71,4056.86,G
129,259.98,15140.9,G
130,206.87,9396.18,G
130,273.28,10998.26,G
130,58.11,2660.08,G
130,324.27,16601.98,G
131,137.07,7502.97,G
131,209.8,8291.84,G
131,130.93,5257.51,G
131,124.49,12804.08,G
132,125.16,11645.26,G
132,113.4,12722.0,G
132,196.15,17855.04,G
132,273.28,15050.56,G
133,155.57,20929.49,G
133,158.36,9052.94,G
133,136.49,7712.61,G
133,91.58,5974.57,G
134,210.11,6573.59,G
134,162.86,4923.06,G
134,356.36,19315.33,G
134,158.37,12497.49,G
135,144.88,10721.03,G
135,118.42,13912.53,G
135,110.16,11461.34,G
135,128.76,10629.09,G
136,246.72,10198.79,G
136,47.95,4860.3,G
136,91.8,14783.89,G
136,220.27,16714.74,G
137,639.81,64057.04,G
137,201.67,12861.87,G
137,206.0,8660.19,G
137,253.55,7570.55,G
138,121.13,5859.64,G
138,217.77,5504.02,G
138,212.72,10200.69,G
138,138.37,5165.43,G
139,158.86,13306.02,G
139,157.55,18967.27,G
139,361.6,13229.86,G
139,293.54,14970.54,G
140,216.34,5158.81,G
140,92.16,13128.62,G
140,127.22,7776.01,G
140,170.35,18980.72,G
141,190.46,4029.32,G
141,140.31,5074.31,G
141,143.96,12327.95,G
141,261.5,5222.91,G
142,202.0,5599.41,G
142,181.26,15761.78,G
142,315.51,11092.43,G
142,69.57,10689.29,G
143,104.84,4110.99,G
143,210.41,15351.9,G
143,79.13,3274.59,G
143,123.31,7809.21,G
144,186.63,12848.8,G
144,250.79,8184.75,G
144,177.04,8924.14,G
144,145.77,10974.08,G
145,379.63,65841.29,G
145,351.57,19501.72,G
145,149.47,5578.84,G
145,96.98,5122.86,G
146,77.77,7336.5,G
146,84.01,4960.25,G
146,198.83,8300.96,G
146,117.37,6902.94,G
147,127.62,12141.4,G
147,156.04,21645.18,G
147,160.51,6901.08,G
147,53.68,3745.54,G
148,91.08,8542.81,G
148,141.44,7643.31,G
148,80.06,6004.93,G
148,170.1,9759.36,G
149,211.9,16847.35,G
149,162.74,6730.93,G
149,181.25,11295.91,G
149,207.49,8650.45,G
150,162.96,11256.85,G
150,121.98,14040.72,G
150,104.76,5090.44,G
150,159.22,12634.65,G
151,121.74,6545.54,G
151,92.88,8701.63,G
151,240.98,9779.47,G
151,132.13,9440.73,G
152,166.98,13819.12,G
152,118.91,6304.76,G
152,98.19,5366.63,G
152,86.28,8760.7,G
153,455.76,1198.02,G
153,137.6,13963.5,G
153,119.1,6144.98,G
153,128.03,4641.17,G
154,184.4,10794.49,G
154,111.94,8733.63,G
154,189.99,9807.37,G
154,119.92,10368.86,G
155,200.08,12264.12,G
155,99.96,5243.73,G
155,169.62,20837.15,G
155,258.5,10678.3,G
156,114.56,6073.38,G
156,99.76,5042.12,G
156,306.46,16762.88,G
156,180.0,-94.07,G
157,90.26,4286.94,G
157,119.42,9950.11,G
157,48.75,5258.96,G
157,92.55,14027.77,G
158,105.41,5853.76,G
158,41.18,5107.62,G
158,241.93,10905.24,G
158,144.8,16077.65,G
159,258.79,13618.61,G
159,110.05,11390.1,G
159,46.13,4606.32,G
159,141.15,13685.29,G
160,90.88,5847.7,G
160,128.49,6063.14,G
160,521.55,12786.63,G
160,606.1,64000.12,G
161,117.75,10119.26,G
161,470.18,13001.19,G
161,181.09,6033.21,G
161,235.82,9452.83,G
162,255.91,13708.52,G
162,366.64,16919.07,G
162,174.55,8293.73,G
162,334.05,16506.41,G
163,76.48,5337.39,G
163,54.73,4874.2,G
163,107.54,5622.57,G
163,184.08,13607.2,G
164,115.85,11789.35,G
164,42.22,7648.75,G
164,211.8,5295.26,G
164,164.4,11347.21,G
165,213.94,14298.18,G
165,88.17,4837.26,G
165,127.2,12438.33,G
165,120.23,6151.23,G
166,81.19,10196.22,G
166,120.26,14671.09,G
166,200.23,7671.43,G
166,101.04,6079.17,G
167,282.73,19368.45,G
167,193.28,14467.21,G
167,86.2,11901.91,G
167,84.87,4202.06,G
168,339.76,6401.37,G
168,102.54,14145.34,G
168,112.7,10566.3,G
168,163.36,19138.42,G
169,207.12,18248.68,G
169,113.94,10388.29,G
169,91.33,8415.16,G
169,145.81,11979.15,G
170,456.06,12961.58,G
170,221.5,12018.78,G
170,201.58,10438.67,G
170,103.92,8165.21,G
171,107.92,4741.55,G
171,216.91,10823.57,G
171,204.23,9661.59,G
171,118.06,13963.91,G
172,137.32,12356.62,G
172,97.02,5198.91,G
172,106.6,4904.12,G
172,148.2,5507.45,G
173,202.06,11600.3,G
173,147.36,11615.39,G
173,311.41,11181.91,G
173,98.43,5749.75,G
174,79.81,13103.42,G
174,263.94,1567.73,G
174,98.89,8982.25,G
174,279.78,9552.51,G
175,218.87,8963.64,G
175,130.03,15877.11,G
175,92.83,8582.97,G
175,136.95,3535.22,G
175,126.88,10187.67,G
176,208.83,31182.12,G
176,239.53,9216.67,G
176,85.55,4478.5,G
176,118.24,12812.64,G
176,120.02,9899.81,G
177,126.19,11751.54,G
177,121.69,8215.17,G
177,386.52,11128.86,G
177,334.31,21928.6,G
177,95.87,14420.35,G
178,85.67,8272.13,G
178,94.21,8537.11,G
178,83.62,11356.7,G
178,149.18,5065.72,G
178,62.04,10927.55,G
179,240.94,15685.68,G
179,201.2,25720.44,G
179,95.58,8562.11,G
179,49.62,5182.61,G
179,202.06,10366.25,G
180,101.46,11656.83,G
180,164.18,5471.21,G
180,140.15,11158.45,G
180,93.69,13309.96,G
180,68.7,3854.12,G
181,103.74,5401.01,G
181,128.53,12357.85,G
181,146.45,6698.94,G
181,113.3,3797.81,G
181,239.05,19266.2,G
182,98.12,8418.89,G
182,179.22,8471.67,G
182,123.5,5157.02,G
182,291.91,14938.24,G
182,156.94,12320.24,G
183,129.92,9830.64,G
183,178.78,18799.77,G
183,157.6,18028.95,G
183,145.05,9514.09,G
183,317.56,13085.26,G
184,214.2,8619.48,G
184,290.35,13385.87,G
184,51.27,9003.46,G
184,356.33,26949.8,G
184,117.07,11469.11,G
185,231.59,12523.04,G
185,125.22,8728.65,G
185,256.37,19375.15,G
185,321.49,19601.53,G
185,113.83,6278.85,G
186,87.55,8572.2,G
186,71.2,3902.49,G
186,249.54,10662.73,G
186,156.44,8312.28,G
186,240.05,5859.19,G
187,40.98,4977.19,G
187,497.49,46825.12,G
187,90.92,13755.74,G
187,117.62,4963.81,G
187,137.56,4235.59,G
188,94.46,8531.58,G
188,262.61,12868.37,G
188,269.68,28010.37,G
188,114.7,14654.8,G
188,107.78,5083.57,G
189,363.08,16607.43,G
189,294.07,19316.82,G
189,53.22,4664.15,G
189,52.28,4898.45,G
189,68.1,3572.58,G
190,132.61,6078.16,G
190,207.38,6848.39,G
190,66.88,10823.46,G
190,209.35,15346.07,G
190,184.16,12848.02,G
191,174.83,9367.97,G
191,54.95,2441.61,G
191,110.38,3648.44,G
191,144.46,7390.53,G
191,67.28,4769.45,G
192,246.33,12763.66,G
192,226.6,19245.48,G
192,174.63,9397.01,G
192,168.09,19173.58,G
192,88.61,8689.46,G
193,219.27,3328.85,G
193,166.5,11648.22,G
193,260.36,19271.38,G
193,142.79,7638.19,G
193,109.74,9205.5,G
194,104.5,8475.21,G
194,113.66,8677.23,G
194,127.74,4268.08,G
194,100.72,8483.99,G
194,97.78,7617.94,G
195,62.28,2512.78,G
195,80.61,4671.98,G
195,175.74,6352.85,G
195,143.24,9278.08,G
195,148.49,19026.8,G
196,279.97,19260.28,G
196,149.09,8711.22,G
196,187.49,20276.39,G
196,122.8,9544.83,G
196,162.87,10614.36,G
197,441.35,27077.03,G
197,146.29,6753.48,G
197,283.9,15540.12,G
197,98.99,5233.41,G
197,43.58,4849.78,G
198,67.7,5405.92,G
198,206.26,8926.8,G
198,185.35,13479.67,G
198,308.25,16606.08,G
198,200.52,20330.63,G
199,227.01,19075.94,G
199,266.71,13160.98,G
199,252.61,5527.97,G
199,99.01,11455.98,G
199,111.67,8786.58,G
200,135.59,8118.26,G
200,237.82,5617.98,G
200,274.03,9414.32,G
200,121.2,5830.26,G
200,198.09,6277.48,G
201,91.8,13023.92,G
201,198.02,13289.09,G
201,94.32,14005.21,G
201,228.98,5281.99,G
201,129.29,8068.38,G
202,138.28,4890.28,G
202,245.52,14486.88,G
202,253.12,13633.81,G
202,96.87,5189.78,G
202,275.29,15539.12,G
203,341.51,19291.04,G
203,98.18,12608.79,G
203,304.23,13009.25,G
203,214.57,8699.78,G
203,168.36,8445.6,G
204,110.56,5962.47,G
204,117.11,6455.36,G
204,142.92,11096.74,G
204,188.04,12692.36,G
204,141.08,12522.72,G
205,176.75,17839.64,G
205,182.2,12342.34,G
205,126.05,9241.33,G
205,358.11,3744.01,G
205,83.32,9205.53,G
206,200.72,11781.35,G
206,256.57,4841.25,G
206,244.62,7916.82,G
206,257.76,13685.29,G
206,203.77,25899.97,G
207,187.13,6745.78,G
207,77.09,9193.62,G
207,88.16,8742.49,G
207,250.59,19671.9,G
207,180.45,8952.33,G
208,103.89,11741.88,G
208,98.26,8590.19,G
208,157.5,5085.63,G
208,83.49,8712.34,G
208,208.39,12136.36,G
209,190.51,5511.82,G
209,95.39,13971.21,G
209,81.52,5780.75,G
209,90.46,3914.0,G
209,144.24,12958.32,G
210,139.99,15796.12,G
210,207.31,8989.36,G
210,142.76,10529.67,G
210,157.87,15614.32,G
210,236.86,7446.89,G
211,364.99,16689.57,G
211,97.99,11205.69,G
211,133.73,11645.87,G
211,121.31,10870.31,G
211,239.26,5299.95,G
212,98.37,5056.94,G
212,283.71,9654.23,G
212,149.23,8299.69,G
212,251.57,8892.56,G
212,194.86,5406.58,G
213,258.08,12882.46,G
213,146.52,7371.45,G
213,260.7,19417.4,G
213,98.77,14877.93,G
213,388.02,19227.13,G
214,310.73,16486.83,G
214,116.15,9999.4,G
214,229.67,8373.99,G
214,115.38,7109.61,G
214,106.2,12264.31,G
215,53.73,8091.58,G
215,491.96,18367.07,G
215,100.87,4190.16,G
215,93.88,5988.92,G
215,117.62,5953.24,G
216,201.81,10078.93,G
216,384.97,21757.35,G
216,190.73,8891.27,G
216,186.54,16252.65,G
216,197.97,5573.16,G
217,221.76,7727.34,G
217,109.89,9046.17,G
217,147.78,11768.75,G
217,219.59,8920.01,G
217,329.05,19319.0,G
218,166.1,21690.6,G
218,156.51,15815.83,G
218,166.24,12575.23,G
218,273.28,19639.2,G
218,362.68,26928.12,G
219,121.92,7262.29,G
219,109.43,9007.72,G
219,64.15,10680.32,G
219,261.48,5492.31,G
219,101.13,11465.94,G
220,212.77,20827.65,G
220,69.39,2257.17,G
220,78.12,3812.27,G
220,183.57,3226.19,G
220,101.96,3779.51,G
221,138.61,15794.7,G
221,53.66,8858.1,G
221,154.94,5531.91,G
221,224.48,12146.38,G
221,99.39,6983.05,G
222,202.8,10287.23,G
222,55.7,4589.91,G
222,303.05,11328.42,G
222,247.55,12018.59,G
222,119.73,13148.24,G
223,241.06,19239.35,G
223,162.72,9699.25,G
223,112.03,8723.81,G
223,114.04,29979.6,G
223,59.91,8059.81,G
224,179.97,10618.2,G
224,173.6,22018.47,G
224,80.28,3324.42,G
224,191.82,14431.32,G
224,112.54,6559.54,G
225,251.2,31146.86,G
225,329.8,21893.38,G
225,235.3,11004.08,G
225,198.73,10624.3,G
225,239.25,5880.36,G
226,189.36,10219.22,G
226,172.27,15566.96,G
226,455.62,12987.91,G
226,214.65,16315.84,G
226,241.47,5353.56,G
227,98.56,7944.85,G
227,115.53,5990.59,G
227,100.94,11632.41,G
227,259.23,12980.64,G
227,107.27,14112.63,G
228,83.39,4432.91,G
228,144.15,13226.08,G
228,205.81,6416.78,G
228,348.74,10356.32,G
228,187.88,7630.39,G
229,100.85,15055.34,G
229,114.09,11555.78,G
229,185.55,12194.24,G
229,113.2,11387.01,G
229,124.86,5044.85,G
230,152.39,11482.84,G
230,169.99,12121.64,G
230,97.94,5865.39,G
230,237.92,12688.39,G
230,346.78,11008.9,G
231,389.75,26727.29,G
231,234.42,4989.31,G
231,259.84,8255.08,G
231,209.99,14424.23,G
231,287.96,1848.14,G
